ticker,date,time_published,title,summary,source,source_domain,category_within_source,url,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,authors_json,topics_json,banner_image
DIS,2020-03-30,20200330T220712,BREAKING: Walt Disney Company Senior Executives Take Salary Cuts Due to Unprecedented Disney Parks COVID-19 Closures,"The Walt Disney Company announced significant salary cuts for its senior executives in response to the unprecedented financial impact of COVID-19 and the indefinite closure of Disney Parks worldwide. CEO Bob Chapek will have his salary reduced by 50%, while Bob Iger has agreed to forgo 100% of his salary, affecting VPs, SVPs, and EVPs as well. These temporary cuts will remain in effect until the company sees a substantive recovery in its business.",WDW News Today,WDW News Today,General,https://wdwnt.com/2020/03/breaking-walt-disney-company-senior-executives-take-salary-cuts-due-to-unprecedented-disney-parks-closures/,-0.266149,Somewhat-Bearish,1.000000,-0.277145,Somewhat-Bearish,"[""Jessica Figueroa""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.911410""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.813567""}, {""topic"": ""finance"", ""relevance_score"": ""0.738834""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.610934""}]",
DPRO,2020-03-30,20200330T220726,A ‘pandemic drone’ to detect coronavirus infections,"The University of South Australia is developing a ""pandemic drone"" in partnership with Canadian company Draganfly Inc. This drone will use specialized sensors and computer vision to remotely monitor temperature, heart and respiratory rates, and detect sneezing and coughing in crowds, aiming to identify potential coronavirus infections. The technology, initially conceived for war zones and natural disasters, is now being adapted to help address the immediate health catastrophe of the COVID-19 pandemic.",healthcare-in-europe.com,healthcare-in-europe.com,General,https://healthcare-in-europe.com/en/news/a-pandemic-drone-to-detect-coronavirus-infections.html,0.521618,Bullish,0.948219,0.509888,Bullish,[],"[{""topic"": ""life_sciences"", ""relevance_score"": ""0.933465""}, {""topic"": ""technology"", ""relevance_score"": ""0.835936""}]",
CCO,2020-03-30,20200330T220900,"Clear Channel Outdoor Holdings, Inc. to Sell Investment in Clear Media Limited for US$253 Million","Clear Channel Outdoor Holdings, Inc. announced its agreement to sell its 50.91% stake in Clear Media Limited for approximately US$253 million to Ever Harmonic Global Limited. This sale is part of Clear Channel Outdoor's efforts to increase liquidity and preserve financial flexibility in response to the COVID-19 pandemic. The company is also withdrawing its 2020 guidance and implementing various cost-cutting measures.",PR Newswire,PR Newswire,General,https://www.prnewswire.com/news-releases/clear-channel-outdoor-holdings-inc-to-sell-investment-in-clear-media-limited-for-us253-million-301032183.html,0.235624,Somewhat-Bullish,0.997544,0.227760,Somewhat-Bullish,[],"[{""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.944074""}, {""topic"": ""earnings"", ""relevance_score"": ""0.819771""}]",
DAL,2020-03-30,20200330T221124,"Here's how much Equifax paid CEO Mark Begor, other execs in 2019",This article details the compensation of Equifax CEO Mark Begor and other executives for 2019. It highlights that Equifax CEO Mark Begor was Georgia's highest-paid public company CEO in 2018 based on his compensation. The report was published by the Atlanta Business Chronicle.,The Business Journals,The Business Journals,General,https://www.bizjournals.com/atlanta/news/2020/03/30/heres-how-much-equifax-paid-ceo-mark-begor-other.html,-0.056912,Neutral,0.625099,-0.248954,Somewhat-Bearish,"[""David Allison""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.911098""}, {""topic"": ""finance"", ""relevance_score"": ""0.743600""}]",
EFX,2020-03-30,20200330T221124,"Here's how much Equifax paid CEO Mark Begor, other execs in 2019",This article details the compensation of Equifax CEO Mark Begor and other executives for 2019. It highlights that Equifax CEO Mark Begor was Georgia's highest-paid public company CEO in 2018 based on his compensation. The report was published by the Atlanta Business Chronicle.,The Business Journals,The Business Journals,General,https://www.bizjournals.com/atlanta/news/2020/03/30/heres-how-much-equifax-paid-ceo-mark-begor-other.html,-0.056912,Neutral,1.000000,0.006863,Neutral,"[""David Allison""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.911098""}, {""topic"": ""finance"", ""relevance_score"": ""0.743600""}]",
HD,2020-03-30,20200330T221124,"Here's how much Equifax paid CEO Mark Begor, other execs in 2019",This article details the compensation of Equifax CEO Mark Begor and other executives for 2019. It highlights that Equifax CEO Mark Begor was Georgia's highest-paid public company CEO in 2018 based on his compensation. The report was published by the Atlanta Business Chronicle.,The Business Journals,The Business Journals,General,https://www.bizjournals.com/atlanta/news/2020/03/30/heres-how-much-equifax-paid-ceo-mark-begor-other.html,-0.056912,Neutral,0.645226,0.014450,Neutral,"[""David Allison""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.911098""}, {""topic"": ""finance"", ""relevance_score"": ""0.743600""}]",
NSC,2020-03-30,20200330T221124,"Here's how much Equifax paid CEO Mark Begor, other execs in 2019",This article details the compensation of Equifax CEO Mark Begor and other executives for 2019. It highlights that Equifax CEO Mark Begor was Georgia's highest-paid public company CEO in 2018 based on his compensation. The report was published by the Atlanta Business Chronicle.,The Business Journals,The Business Journals,General,https://www.bizjournals.com/atlanta/news/2020/03/30/heres-how-much-equifax-paid-ceo-mark-begor-other.html,-0.056912,Neutral,0.640705,0.014557,Neutral,"[""David Allison""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.911098""}, {""topic"": ""finance"", ""relevance_score"": ""0.743600""}]",
UPS,2020-03-30,20200330T221124,"Here's how much Equifax paid CEO Mark Begor, other execs in 2019",This article details the compensation of Equifax CEO Mark Begor and other executives for 2019. It highlights that Equifax CEO Mark Begor was Georgia's highest-paid public company CEO in 2018 based on his compensation. The report was published by the Atlanta Business Chronicle.,The Business Journals,The Business Journals,General,https://www.bizjournals.com/atlanta/news/2020/03/30/heres-how-much-equifax-paid-ceo-mark-begor-other.html,-0.056912,Neutral,0.743346,0.041051,Neutral,"[""David Allison""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.911098""}, {""topic"": ""finance"", ""relevance_score"": ""0.743600""}]",
ETR,2020-03-30,20200330T221200,Entergy's new 980-MW Lake Charles gas-fired plant operational three months ahead of schedule,"Entergy's new 980-MW Lake Charles Power Station, a combined-cycle natural gas plant, began commercial operation three months ahead of its scheduled June start. The $872 million project in Westlake, La., will provide cleaner-emitting electricity, supporting system reliability and is projected to save customers between $1.3 billion and $2 billion over its 30-year lifespan. This plant is part of Entergy's strategy to phase out older, less efficient units and improve its generation portfolio.",Power Engineering Magazine,Power Engineering Magazine,General,https://www.power-eng.com/gas/turbines/entergys-980-mw-lakes-charles-gas-fired-operational-three-months-ahead-of-schedule/,0.402753,Bullish,1.000000,0.405966,Bullish,"[""Clarion Energy Content Directors""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.948781""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.646277""}]",
FCX,2020-03-30,20200330T221634,"Gunmen kill one, injure six at Freeport mine office in Indonesia","Gunmen attacked an office of PT Freeport Indonesia in Papua province, killing a New Zealand man and wounding six others. Police identified the attackers as an armed criminal group, and the incident occurred in an area where separatists have conducted numerous attacks on the company's nearby Grasberg operation. Mining operations, however, were not immediately impacted.",The Globe and Mail,The Globe and Mail,General,https://www.theglobeandmail.com/business/international-business/asia-pacific-business/article-gunmen-kill-one-injury-six-at-freeport-mine-office-in-indonesia/,-0.322232,Somewhat-Bearish,1.000000,-0.311373,Somewhat-Bearish,"[""Reuters""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.825324""}]",
TWI,2020-03-30,20200330T221800,"Titan to donate tires for FFA, 4-H antique tractor restoration projects","Titan International Inc. is accepting applications from National Future Farmers of America (FFA) and 4-H student members for its annual antique tractor restoration program. The company will donate Titan- or Goodyear-brand antique tractor tires for accepted projects, continuing a program that has awarded thousands of free tires since 1996. Applications are reviewed on a first-come, first-served basis while supplies last.",Tire Business,Tire Business,General,https://www.tirebusiness.com/ag-tires/titan-donate-tires-ffa-4-h-antique-tractor-restoration-projects,0.407261,Bullish,1.000000,0.402564,Bullish,"[""Tire Business Staff""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.713796""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.611792""}]",
HEXO,2020-03-30,20200330T222721,Hexo needs more capital; shareholders to be further diluted,"Hexo Corp. released its fiscal second-quarter 2020 results, showing revenue in line with estimates but requiring an additional CA$23.6 million to satisfy fiscal 2020 cash needs. The company plans to raise capital through equity offerings, leading to significant shareholder dilution. This move, while addressing short-term obligations, highlights the challenges Hexo faces in achieving self-funding status.",MJBizDaily,MJBizDaily,General,https://mjbizdaily.com/investor-intelligence/hexo-needs-more-capital-shareholders-to-be-further-diluted/,-0.648703,Bearish,1.000000,-0.618553,Bearish,"[""Craig Behnke""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.913725""}, {""topic"": ""finance"", ""relevance_score"": ""0.745721""}]",
HON,2020-03-30,20200330T223116,"Honeywell to make crucial N95 masks in Phoenix, hire 500","Honeywell International Inc. is opening a new N95 mask manufacturing facility in Phoenix, aiming to hire up to 500 people to meet increased demand during the COVID-19 pandemic. This new plant, along with an existing facility in Rhode Island, will produce masks for healthcare workers and supply 20 million masks to the U.S. Department of Health and Human Services. The company's CEO, Darius Adamczyk, expressed pride in their role in providing essential equipment during the crisis.",ABC15 Arizona,ABC15 Arizona,General,https://www.abc15.com/news/business/honeywell-to-make-crucial-n95-masks-in-phoenix-hire-500,0.454115,Bullish,1.000000,0.494943,Bullish,"[""Patrick O'Grady""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.933705""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.821419""}]",
JEF,2020-03-30,20200330T223659,Jefferies exec dies from coronavirus complications,"Peg Broadbent, CFO of Jefferies Group, died from coronavirus complications at age 56. His death marks one of the first among senior Wall Street executives due to the pandemic and highlights the fragility of life. Broadbent helped Jefferies double in size during his tenure, and the company has pivoted its investment banking operations to focus on restructurings and rescue financings in response to the virus.",InvestmentNews,InvestmentNews,General,https://www.investmentnews.com/practice-management/jefferies-exec-dies-from-coronavirus-complications/190763,-0.191793,Somewhat-Bearish,1.000000,-0.262771,Somewhat-Bearish,"[""Bloomberg""]","[{""topic"": ""finance"", ""relevance_score"": ""1.000000""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.746359""}]",
MS,2020-03-30,20200330T223659,Jefferies exec dies from coronavirus complications,"Peg Broadbent, CFO of Jefferies Group, died from coronavirus complications at age 56. His death marks one of the first among senior Wall Street executives due to the pandemic and highlights the fragility of life. Broadbent helped Jefferies double in size during his tenure, and the company has pivoted its investment banking operations to focus on restructurings and rescue financings in response to the virus.",InvestmentNews,InvestmentNews,General,https://www.investmentnews.com/practice-management/jefferies-exec-dies-from-coronavirus-complications/190763,-0.191793,Somewhat-Bearish,0.616857,-0.115267,Neutral,"[""Bloomberg""]","[{""topic"": ""finance"", ""relevance_score"": ""1.000000""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.746359""}]",
